080228860.4286		036000272.0000		036000272.0000		015085970.2857		-26228911.4286		0136.0000		-18000320.0000		03085842.2857		-26228911.4286		-18000320.0000		0136.0000		03085842.2857		-27771028.5714		017999840.0000		017999840.0000		-8914221.7143		
036000272.0000		087771722.0871		015085970.2857		045714561.9643		-359.1250		-30171285.3996		-3086052.2857		-14171293.8214		-18000320.0000		08228226.1161		03085842.2857		-18285576.1607		-17999577.5000		06171260.1339		08914116.7143		01828638.8036		
036000272.0000		015085970.2857		087771722.0871		045714561.9643		-18000320.0000		03085842.2857		08228226.1161		-18285576.1607		-359.1250		-3086052.2857		-30171285.3996		-14171293.8214		-17999577.5000		08914116.7143		06171260.1339		01828638.8036		
015085970.2857		045714561.9643		045714561.9643		058514583.8161		-3086052.2857		-14171293.8214		018285349.5494		-29256997.4482		-3086052.2857		018285349.5494		-14171293.8214		-29256997.4482		-8913839.4487		-1828749.3407		-1828749.3407		010971499.4994		
-26228911.4286		-359.1250		-18000320.0000		-3086052.2857		080229013.4286		-36000176.3750		036000416.0000		-15085880.2857		-27771028.5714		-17999577.5000		017999840.0000		08914116.7143		-26229091.4286		018000207.5000		0208.0000		-3085797.2857		
0136.0000		-30171285.3996		03085842.2857		-14171293.8214		-36000176.3750		087771498.9621		-15085880.2857		045714351.9643		017999840.0000		06171260.1339		-8914221.7143		01828638.8036		018000207.5000		08228488.6161		-3085797.2857		-18285681.1607		
-18000320.0000		-3086052.2857		08228226.1161		018285349.5494		036000416.0000		-15085880.2857		087771877.4777		-45714464.8451		-17999577.5000		-8913839.4487		06171260.1339		-1828749.3407		-549.2500		03085933.4576		-30171209.6027		014171341.1945		
03085842.2857		-14171293.8214		-18285576.1607		-29256997.4482		-15085880.2857		045714351.9643		-45714464.8451		058514357.2048		08914116.7143		-1828749.3407		01828638.8036		010971499.4994		03085933.4576		018285626.8150		014171341.1945		-29257107.9853		
-26228911.4286		-18000320.0000		-359.1250		-3086052.2857		-27771028.5714		017999840.0000		-17999577.5000		08914116.7143		080229013.4286		036000416.0000		-36000176.3750		-15085880.2857		-26229091.4286		0208.0000		018000207.5000		-3085797.2857		
-18000320.0000		08228226.1161		-3086052.2857		018285349.5494		-17999577.5000		06171260.1339		-8913839.4487		-1828749.3407		036000416.0000		087771877.4777		-15085880.2857		-45714464.8451		-549.2500		-30171209.6027		03085933.4576		014171341.1945		
0136.0000		03085842.2857		-30171285.3996		-14171293.8214		017999840.0000		-8914221.7143		06171260.1339		01828638.8036		-36000176.3750		-15085880.2857		087771498.9621		045714351.9643		018000207.5000		-3085797.2857		08228488.6161		-18285681.1607		
03085842.2857		-18285576.1607		-14171293.8214		-29256997.4482		08914116.7143		01828638.8036		-1828749.3407		010971499.4994		-15085880.2857		-45714464.8451		045714351.9643		058514357.2048		03085933.4576		014171341.1945		018285626.8150		-29257107.9853		
-27771028.5714		-17999577.5000		-17999577.5000		-8913839.4487		-26229091.4286		018000207.5000		-549.2500		03085933.4576		-26229091.4286		-549.2500		018000207.5000		03085933.4576		080229247.4286		-36000269.7500		-36000269.7500		015085821.9263		
017999840.0000		06171260.1339		08914116.7143		-1828749.3407		018000207.5000		08228488.6161		03085933.4576		018285626.8150		0208.0000		-30171209.6027		-3085797.2857		014171341.1945		-36000269.7500		087771536.2277		015085821.9263		-45714328.6733		
017999840.0000		08914116.7143		06171260.1339		-1828749.3407		0208.0000		-3085797.2857		-30171209.6027		014171341.1945		018000207.5000		03085933.4576		08228488.6161		018285626.8150		-36000269.7500		015085821.9263		087771536.2277		-45714328.6733		
-8914221.7143		01828638.8036		01828638.8036		010971499.4994		-3085797.2857		-18285681.1607		014171341.1945		-29257107.9853		-3085797.2857		014171341.1945		-18285681.1607		-29257107.9853		015085821.9263		-45714328.6733		-45714328.6733		058514302.8591		
